bits,rating,average,size,inX,inY,outX,outY,expX,expY,exactX,exactY,diff,errsize,errangle,score,cycles
13,angle,56.4444236,0xC0,0x053D,0x0FFE,0x3B85,0xB686,0x3BC4,0xB676,59.76560934,182.4611519,79,0.008979574,272.08,0.0299734,1396
13,diff,17.543681,0xC0,0x06AD,0x0FFE,0x49BB,0xB144,0x49F7,0xB12F,73.96291287,177.1820745,81,0.006396921,265.0356,0.0268472,1396
13,cycles,1598.81561,0xC0,0xF03D,0xE03D,0xAAAE,0x5401,0xAAA7,0x5403,-85.3485126,-171.9873001,9,0.002425173,31.33765,0.004843201,1761
13,exact,1.00374794,0xC0,0xED80,0x1B80,0x94D4,0x9F4F,0x94D4,0x9F4F,-107.1699249,159.3066452,0,0.001408998,0.5697578,0.001452961,913
14,score,0.00707911604,0xC0,0xE004,0x029B,0x40A3,0x0F52,0x40A2,0x0F97,-191.3661123,15.58881252,70,0.01272679,287.2859,0.03489391,1388
14,size,0.00265552822,0xC0,0x0168,0x2048,0x0888,0xBFC9,0x085B,0xBFD1,8.356063548,191.818081,53,0.01311883,189.588,0.02774754,1696
14,angle,57.3296982,0xC0,0x079B,0x1FFC,0x2C25,0xBAD6,0x2C6B,0xBACB,44.41665282,186.7917583,81,0.01029895,295.4191,0.03309364,1383
14,diff,17.7703403,0xC0,0x0D6B,0x1FFC,0x4A06,0xB124,0x4A47,0xB10D,74.27584251,177.0511204,88,0.007771671,287.2658,0.02993724,1379
14,cycles,1586.03149,0xC0,0xE079,0xC079,0xAAAE,0x5401,0xAAA6,0x5404,-85.35278718,-171.9851788,11,0.002425173,36.4642,0.005238769,1748
14,exact,0.661423718,0xC0,0xDB00,0x3700,0x94D4,0x9F4F,0x94D4,0x9F4F,-107.1699249,159.3066452,0,0.001408998,0.5697578,0.001452961,900
15,score,0.00709639464,0xC0,0xC008,0x0537,0x40A3,0x0F52,0x40A3,0x0F9A,-191.3651663,15.60042116,72,0.01272679,299.7983,0.03585938,1375
15,size,0.00265554994,0xC0,0x02D0,0x4090,0x0888,0xBFC9,0x085B,0xBFD1,8.356063548,191.818081,53,0.01311883,189.588,0.02774754,1683
15,angle,57.5533473,0xC0,0x0F37,0x3FF8,0x2C25,0xBAD6,0x2C6D,0xBACA,44.4274486,186.7891908,84,0.01029895,307.3405,0.03401349,1370
15,diff,17.8186096,0xC0,0x1AB7,0x3FF8,0x49BB,0xB144,0x49FE,0xB12C,73.99055223,177.1705342,91,0.006396921,297.2127,0.02933,1370
15,cycles,1573.08182,0xC0,0xC0F1,0x80F1,0xAAAE,0x5401,0xAAA5,0x5404,-85.35492422,-171.9841182,12,0.002425173,39.0272,0.00543653,1735
15,exact,0.56675384,0xC0,0x498B,0x634E,0x7244,0x9A4B,0x7244,0x9A4B,114.2675776,154.2949147,0,0.001419739,0.4416158,0.001453814,1620
16,score,0.00710285072,0xC0,0x8010,0x0A6F,0x40A3,0x0F52,0x40A3,0x0F9B,-191.364693,15.60622542,73,0.01272679,306.0545,0.03634211,1362
16,size,0.00265771177,0xC0,0x0A20,0x8000,0x0F52,0x40A3,0x0F24,0x4099,15.14020729,-191.4021267,56,0.01272679,196.1995,0.02786565,1346
16,angle,57.6090008,0xC0,0x1E6F,0x7FF0,0x2C25,0xBAD6,0x2C6F,0xBACA,44.43284632,186.7879069,86,0.01029895,313.301,0.03447341,1357
16,diff,17.8352378,0xC0,0x356F,0x7FF0,0x49BB,0xB144,0x49FF,0xB12B,73.99515826,177.1686105,93,0.006396921,302.5752,0.02974377,1357
16,cycles,1572.82958,0xC0,0x81D1,0x8001,0x7952,0x772A,0x7935,0x7745,-134.792968,-136.7291329,56,0.001774082,167.2196,0.01467683,1414
16,exact,0.566385756,0xC0,0x9F8A,0x7FF4,0x8C6C,0x9950,0x8C6C,0x9950,-115.5800771,153.3142061,0,0.001321576,0.5712489,0.001365654,1342
5,score,0.000585603825,0xD0,0xFFE6,0x0017,0x6436,0x89D0,0x6435,0x89D1,-155.791285,137.8153675,2,0.001713736,0.6695561,0.0017654,921
5,size,0.000500285022,0xD0,0x0011,0x0016,0x7F2F,0xA497,0x7F2E,0xA496,127.1810802,164.5872803,2,0.001714095,0.4179708,0.001746346,905
5,angle,1.10573168,0xD0,0xFFE2,0x000C,0x3EE0,0x4D3F,0x3EE0,0x4D40,-193.1231517,77.24926068,1,0.0002595973,3.596596,0.0005371124,921
5,diff,0.344758065,0xD0,0x0002,0x0013,0x15C7,0xCEDC,0x15C6,0xCEDB,21.77443518,206.8571342,2,0.001217779,2.635806,0.001421159,916
5,cycles,928.296875,0xD0,0xFFFF,0xFFFF,0x6CEC,0x6CEC,0x6CEC,0x6CEC,-147.0782105,-147.0782105,0,5.812336e-05,0,5.812336e-05,989
5,exact,67.9435484,0xD0,0x000E,0x001D,0x5A6E,0xBB51,0x5A6E,0xBB51,90.42780569,187.3147404,0,0.001114583,0.9623158,0.001188836,916
6,score,0.000612800973,0xD0,0x0023,0x003B,0x6A20,0xB2E5,0x6A1F,0xB2E4,106.121998,178.891368,2,0.00204433,0.9599219,0.002118398,892
6,size,0.000523460442,0xD0,0x0023,0x003B,0x6A20,0xB2E5,0x6A1F,0xB2E4,106.121998,178.891368,2,0.00204433,0.9599219,0.002118398,892
6,angle,1.15785328,0xD0,0xFFDD,0x001F,0x644C,0x89EA,0x644B,0x89E9,-155.7063415,137.911331,2,0.0002868786,4.142552,0.00060652,908
6,diff,0.380456349,0xD0,0x0001,0x0035,0x03EC,0xCFF6,0x03ED,0xCFF7,3.923829925,207.962986,2,0.001002421,1.899968,0.001149024,903
6,cycles,915.648438,0xD0,0xFFE1,0xFFC1,0xA42A,0x455F,0xA42B,0x455F,-91.83359145,-186.6295568,1,0.0002173451,2.37228,0.0004003914,935
6,exact,65.5257937,0xD0,0xFFCD,0x0019,0x453C,0x5B8D,0x453C,0x5B8D,-186.7675103,91.55270114,0,0.001220157,0.8866216,0.001288569,908
7,score,0.00197333716,0xD0,0x0009,0x0040,0x1CF4,0xCDF3,0x1CF7,0xCDF9,28.96500493,205.9733684,9,0.01229256,8.332164,0.01293547,1371
7,size,0.00174465269,0xD0,0x0003,0x0040,0x09BD,0xCFBF,0x09BD,0xCFC6,9.73930595,207.7718603,7,0.01239723,0.1814013,0.01241123,1371
7,angle,2.96375079,0xD0,0xFFBF,0x0020,0x4566,0x5BE3,0x4563,0x5BDF,-186.6115006,91.87027723,7,0.0007948787,18.98084,0.002259449,1386
7,diff,1.66437008,0xD0,0x0009,0x0040,0x1CF4,0xCDF3,0x1CF7,0xCDF9,28.96500493,205.9733684,9,0.01229256,8.332164,0.01293547,1371
7,cycles,1240.66083,0xD0,0xFFC1,0xFF81,0xA392,0x45AC,0xA391,0x45AB,-92.43308828,-186.3333684,2,0.002984862,0.7104471,0.00303968,1743
7,exact,30.0935039,0xD0,0x006F,0x0075,0x8F28,0x96E5,0x8F28,0x96E5,143.1581698,150.8964493,0,0.001304239,0.0720574,0.001309799,1700
8,score,0.00264472389,0xD0,0x0012,0x0080,0x1CF4,0xCDF3,0x1CF7,0xCDF9,28.96500493,205.9733684,9,0.01229256,8.332164,0.01293547,1358
8,size,0.00242678994,0xD0,0x000A,0x0081,0x1013,0xCF5A,0x1013,0xCF61,16.07580157,207.3778402,7,0.01265453,0.4491355,0.01268919,1642
8,angle,2.82442395,0xD0,0xFF7E,0x0040,0x4566,0x5BE3,0x4563,0x5BDF,-186.6115006,91.87027723,7,0.0007948787,18.98084,0.002259449,1373
8,diff,2.05759804,0xD0,0x0012,0x0080,0x1CF4,0xCDF3,0x1CF7,0xCDF9,28.96500493,205.9733684,9,0.01229256,8.332164,0.01293547,1358
8,cycles,1426.61603,0xD0,0xFF82,0xFF02,0xA392,0x45AC,0xA391,0x45AB,-92.43308828,-186.3333684,2,0.002984862,0.7104471,0.00303968,1730
8,exact,13.9154412,0xD0,0xFF05,0x00D2,0x6079,0x8578,0x6079,0x8578,-159.529239,133.4706781,0,0.001293658,0.2604074,0.001313752,1647
9,score,0.00292517833,0xD0,0x000C,0x0105,0x098E,0xCFC1,0x098E,0xCFC8,9.553126613,207.7805038,7,0.01273933,2.75798,0.01295214,1737
9,size,0.00272523245,0xD0,0x000C,0x0105,0x098E,0xCFC1,0x098E,0xCFC8,9.553126613,207.7805038,7,0.01273933,2.75798,0.01295214,1737
9,angle,2.59129853,0xD0,0xFEFC,0x0080,0x4566,0x5BE3,0x4563,0x5BDF,-186.6115006,91.87027723,7,0.0007948787,18.98084,0.002259449,1460
9,diff,2.15088368,0xD0,0x001B,0x0108,0x1527,0xCEE6,0x152A,0xCEEC,21.16233921,206.92065,9,0.01111253,7.62039,0.01170052,1421
9,cycles,1576.65945,0xD0,0xFF04,0xFE04,0xA392,0x45AC,0xA391,0x45AB,-92.43308828,-186.3333684,2,0.002984862,0.7104471,0.00303968,1817
9,exact,8.67554428,0xD0,0x0157,0x019E,0x84B3,0xA02B,0x84B3,0xA02B,132.7011616,160.1699151,0,0.001316495,0.2521813,0.001335954,1634
10,score,0.00303309579,0xD0,0x0028,0x0203,0x101B,0xCF59,0x101B,0xCF60,16.10682971,207.3754326,7,0.01336457,0.7875097,0.01342534,1668
10,size,0.00284214707,0xD0,0x0028,0x0203,0x101B,0xCF59,0x101B,0xCF60,16.10682971,207.3754326,7,0.01336457,0.7875097,0.01342534,1668
10,angle,2.47469542,0xD0,0x0200,0x0177,0xA7CF,0x7AE2,0xA7CE,0x7AE7,167.805147,122.9041604,6,0.004727201,19.09941,0.006200921,1401
10,diff,2.17843506,0xD0,0x0077,0x0200,0x2F13,0xCA94,0x2F17,0xCA9A,47.08861581,202.5997588,10,0.01169771,9.050585,0.01239606,1412
10,cycles,1622.42066,0xD0,0xFE08,0xFC08,0xA392,0x45AC,0xA391,0x45AB,-92.43308828,-186.3333684,2,0.002984862,0.7104471,0.00303968,1804
10,exact,7.39476417,0xD0,0x02AE,0x033C,0x84B3,0xA02B,0x84B3,0xA02B,132.7011616,160.1699151,0,0.001316495,0.2521813,0.001335954,1621
11,score,0.0060084315,0xD0,0x004F,0x0406,0x101B,0xCF59,0x0FE8,0xCF64,15.90667923,207.3908811,62,0.01336457,199.8586,0.02878576,1655
11,size,0.00287097688,0xD0,0x004F,0x0405,0x101B,0xCF59,0x0FEC,0xCF64,15.92204708,207.3897018,58,0.01336457,184.5742,0.02760641,1655
11,angle,40.6614118,0xD0,0x007F,0x0410,0x196B,0xCE71,0x1936,0xCE77,25.21270759,206.4662669,59,0.0001471775,205.036,0.01596785,1429
11,diff,14.2529009,0xD0,0x00AD,0x040C,0x2273,0xCD1A,0x2242,0xCD29,34.25921367,205.1592218,64,0.01225157,195.2883,0.02732011,1735
11,cycles,1624.29238,0xD0,0xFC10,0xF810,0xA392,0x45AC,0xA391,0x45AB,-92.43308828,-186.3333684,2,0.002984862,0.7104471,0.00303968,1791
11,exact,3.32876331,0xD0,0x055C,0x0678,0x84B3,0xA02B,0x84B3,0xA02B,132.7011616,160.1699151,0,0.001316495,0.2521813,0.001335954,1608
12,score,0.00696804101,0xD0,0x080D,0x009E,0xCF59,0x101B,0xCF64,0x0FE6,207.3914694,15.89900639,64,0.01336457,207.4898,0.02937459,1631
12,size,0.00287836775,0xD0,0x009E,0x080A,0x101B,0xCF59,0x0FEC,0xCF64,15.92204708,207.3897018,58,0.01336457,184.5742,0.02760641,1642
12,angle,53.0021654,0xD0,0x02AE,0x07FF,0x41DF,0xC547,0x4218,0xC538,66.09323115,197.2198895,72,0.00768411,226.9891,0.0251987,1413
12,diff,18.0284762,0xD0,0x033A,0x0829,0x4CAF,0xC157,0x4C7B,0xC16E,76.48236024,193.4281483,75,0.003850005,217.782,0.02065417,1586
12,cycles,1614.92283,0xD0,0xF81F,0xF01F,0xA392,0x45AC,0xA38C,0x45AD,-92.45162482,-186.324172,7,0.002984862,21.23029,0.004623001,1778
12,exact,1.38805025,0xD0,0x0AB8,0x0CF0,0x84B3,0xA02B,0x84B3,0xA02B,132.7011616,160.1699151,0,0.001316495,0.2521813,0.001335954,1595
13,score,0.00723359162,0xD0,0x0FFE,0x0245,0xCDF3,0x1CF4,0xCDF0,0x1D3A,205.93657,29.22548783,73,0.01229256,269.2069,0.03306469,1409
13,size,0.002880039,0xD0,0x013C,0x1014,0x101B,0xCF59,0x0FEC,0xCF64,15.92204708,207.3897018,58,0.01336457,184.5742,0.02760641,1629
13,angle,56.4220419,0xD0,0x055D,0x0FFE,0x41DF,0xC547,0x4223,0xC535,66.13653532,197.2053719,86,0.00768411,272.281,0.02869344,1400
13,diff,19.0325887,0xD0,0x06B5,0x0FFE,0x5031,0xBFE7,0x5072,0xBFD0,80.44557527,191.8137363,88,0.007892354,266.4394,0.02845095,1396
13,cycles,1602.81561,0xD0,0xF03D,0xE03D,0xA392,0x45AC,0xA38A,0x45AE,-92.46088865,-186.3195751,10,0.002984862,31.48566,0.005414311,1765
13,exact,0.666957499,0xD0,0x1570,0x19E0,0x84B3,0xA02B,0x84B3,0xA02B,132.7011616,160.1699151,0,0.001316495,0.2521813,0.001335954,1582
14,score,0.00730299738,0xD0,0x048B,0x1FFC,0x1CF4,0xCDF3,0x1D40,0xCDEF,29.25014168,205.9330697,80,0.01229256,293.9003,0.03497004,1407
14,size,0.0028803688,0xD0,0x0278,0x2028,0x101B,0xCF59,0x0FEC,0xCF64,15.92204708,207.3897018,58,0.01336457,184.5742,0.02760641,1616
14,angle,57.3172664,0xD0,0x056B,0x1FFC,0x2271,0xCD1B,0x22BD,0xCD14,34.73911679,205.0785063,83,0.01102158,295.5785,0.03382856,1383
14,diff,19.2753721,0xD0,0x0C9B,0x1FFC,0x4BFD,0xC19B,0x4C44,0xC183,76.26623728,193.5134648,95,0.007747599,289.9157,0.03011764,1387
14,cycles,1590.03149,0xD0,0xE079,0xC079,0xA392,0x45AC,0xA389,0x45AF,-92.46551945,-186.317277,12,0.002984862,36.61222,0.005809879,1752
14,exact,0.434128514,0xD0,0xD57B,0x33C6,0x7BFE,0xA0BD,0x7BFE,0xA0BD,-132.0097646,160.7402316,0,0.001320252,0.2685491,0.001340973,1669
15,score,0.00732072191,0xD0,0x0917,0x3FF8,0x1CF4,0xCDF3,0x1D43,0xCDEE,29.26246814,205.9313185,84,0.01229256,306.2466,0.0359227,1394
15,size,0.00288040726,0xD0,0x04F0,0x4050,0x101B,0xCF59,0x0FEC,0xCF64,15.92204708,207.3897018,58,0.01336457,184.5742,0.02760641,1603
15,angle,57.5464778,0xD0,0x0AD7,0x3FF8,0x2271,0xCD1B,0x22C0,0xCD14,34.7512904,205.0764438,86,0.01102158,307.8226,0.03477332,1370
15,diff,19.3271229,0xD0,0x1B57,0x3FF8,0x5176,0xBF5E,0x51BF,0xBF43,81.74487808,191.2636267,100,0.007761038,299.2993,0.03085512,1370
15,cycles,1577.08182,0xD0,0xC0F1,0x80F1,0xA392,0x45AC,0xA388,0x45AF,-92.46783457,-186.316128,13,0.002984862,39.17521,0.00600764,1739
15,exact,0.369379228,0xD0,0xB8E3,0x5F7C,0x83C3,0xA6D1,0x83C3,0xA6D1,-124.2402316,166.8183588,0,0.001312968,0.3946366,0.001343419,1648
16,score,0.00732720432,0xD0,0x122F,0x7FF0,0x1CF4,0xCDF3,0x1D45,0xCDEE,29.26863125,205.9304427,86,0.01229256,312.4197,0.03639902,1381
16,size,0.00288258974,0xD0,0x0220,0x8000,0x03A7,0x300F,0x0374,0x3007,3.452649237,-207.9713423,59,0.01275039,198.5194,0.02806825,1346
16,angle,57.602205,0xD0,0x15AF,0x7FF0,0x2271,0xCD1B,0x22C2,0xCD13,34.75737707,205.0754123,89,0.01102158,313.9446,0.0352457,1357
16,diff,19.3451306,0xD0,0x366F,0x7FF0,0x5125,0xBF80,0x516F,0xBF65,81.43347302,191.3964197,101,0.008454324,303.8989,0.03190332,1361
16,cycles,1576.82958,0xD0,0x81D1,0x8001,0x6E19,0x6BC3,0x6DF9,0x6BE0,-146.0257153,-148.1232273,61,0.002216718,167.2269,0.01512003,1418
16,exact,0.369150261,0xD0,0x800C,0x4439,0x4876,0x61DC,0x4876,0x61DC,-183.5407334,97.8611219,0,0.001103997,0.7490458,0.001161794,1302
5,score,0.000656275612,0xD1,0xFFE3,0x0018,0x5EFC,0x8541,0x5EFD,0x8540,-161.0124131,133.2516522,2,0.001871534,0.3072324,0.00189524,925
5,size,0.000571951264,0xD1,0x0018,0x001D,0x8541,0xA104,0x8540,0xA103,133.2516522,161.0124131,2,0.001871534,0.3072324,0.00189524,909
5,angle,1.09284355,0xD1,0x000B,0x0011,0x718B,0xAF78,0x718A,0xAF78,113.5395171,175.4701628,1,0.0003296383,3.617422,0.0006087604,920
5,diff,0.370967742,0xD1,0x0001,0x0016,0x097E,0xD0C8,0x097D,0xD0C9,9.490201132,208.7844249,2,0.001474365,2.100659,0.001636453,920
5,cycles,932.296875,0xD1,0xFFFF,0xFFFF,0x6C37,0x6C37,0x6C37,0x6C37,-147.7853173,-147.7853173,0,0.000108954,0,0.000108954,993
5,exact,66.1290323,0xD1,0xFFE4,0x0010,0x4A8A,0x67B1,0x4A8A,0x67B1,-181.4628167,103.6930381,0,0.001168056,0.4781755,0.001204953,925
6,score,0.000659460891,0xD1,0x0023,0x0013,0xB7AF,0x63B7,0xB7AE,0x63B6,183.6803672,99.71219935,2,0.001960418,0.7744061,0.002020171,896
6,size,0.000572195431,0xD1,0x0013,0x0023,0x63B7,0xB7AF,0x63B6,0xB7AE,99.71219935,183.6803672,2,0.001960418,0.7744061,0.002020171,907
6,angle,1.13096037,0xD1,0xFFC5,0x0033,0x61E3,0x88AE,0x61E2,0x88AD,-158.1157345,136.6763129,2,0.0001679021,4.10292,0.0004844854,912
6,diff,0.385912698,0xD1,0x0002,0x002C,0x097E,0xD0C8,0x097D,0xD0C9,9.490201132,208.7844249,2,0.001474365,2.100659,0.001636453,907
6,cycles,919.648438,0xD1,0xFFE1,0xFFC1,0xA3B9,0x4479,0xA3BA,0x4479,-92.2750991,-187.5268143,1,0.0007014736,1.756962,0.0008370416,939
6,exact,64.8809524,0xD1,0xFFCB,0x0031,0x668A,0x8DE1,0x668A,0x8DE1,-153.4628623,141.8807595,0,0.001278164,0.05341037,0.001282286,912
7,score,0.00201405621,0xD1,0xFFC0,0x0005,0x2FA9,0x1046,0x2FA3,0x1047,-208.3650875,16.27852246,7,0.01223117,3.063098,0.01246752,1380
7,size,0.00178667757,0xD1,0x0005,0x0040,0x1046,0xD057,0x1047,0xD05D,16.27852246,208.3650875,7,0.01223117,3.063098,0.01246752,1375
7,angle,2.94682718,0xD1,0x0043,0x0020,0xBC95,0x5A17,0xBC98,0x5A13,188.5936616,90.07458465,7,0.001874451,18.53622,0.003304715,1374
7,diff,1.68208661,0xD1,0x0009,0x0040,0x1D18,0xCEF1,0x1D1B,0xCEF7,29.10425976,206.963625,9,0.01122758,7.218397,0.01178456,1375
7,cycles,1244.66083,0xD1,0xFFC1,0xFF81,0xA320,0x44C6,0xA31F,0x44C5,-92.87747813,-187.2292019,2,0.001658251,1.033364,0.001737986,1747
7,exact,29.9089567,0xD1,0xFF96,0x0062,0x668A,0x8DE1,0x668A,0x8DE1,-153.4628623,141.8807595,0,0.001278164,0.05341037,0.001282286,899
8,score,0.0026998587,0xD1,0xFF7F,0x000A,0x2FA7,0x1026,0x2FA0,0x1027,-208.374849,16.15308907,8,0.01314399,2.503137,0.01333714,1651
8,size,0.00248239367,0xD1,0x000A,0x0081,0x1026,0xD059,0x1027,0xD060,16.15308907,208.374849,8,0.01314399,2.503137,0.01333714,1646
8,angle,2.81834674,0xD1,0x0086,0x0040,0xBC95,0x5A17,0xBC98,0x5A13,188.5936616,90.07458465,7,0.001874451,18.53622,0.003304715,1361
8,diff,2.09255515,0xD1,0x0012,0x0080,0x1D18,0xCEF1,0x1D1B,0xCEF7,29.10425976,206.963625,9,0.01122758,7.218397,0.01178456,1362
8,cycles,1430.61603,0xD1,0xFF82,0xFF02,0xA320,0x44C6,0xA31F,0x44C5,-92.87747813,-187.2292019,2,0.001658251,1.033364,0.001737986,1734
8,exact,13.6121324,0xD1,0xFF2C,0x00C4,0x668A,0x8DE1,0x668A,0x8DE1,-153.4628623,141.8807595,0,0.001278164,0.05341037,0.001282286,886
9,score,0.00298535675,0xD1,0xFEFE,0x0014,0x2FA7,0x1026,0x2FA0,0x1027,-208.374849,16.15308907,8,0.01314399,2.503137,0.01333714,1738
9,size,0.00278539621,0xD1,0x0014,0x0102,0x1026,0xD059,0x1027,0xD060,16.15308907,208.374849,8,0.01314399,2.503137,0.01333714,1733
9,angle,2.59148861,0xD1,0x00A8,0x0103,0x71C0,0xAF54,0x71BC,0xAF58,113.735941,175.342909,8,0.002273422,19.58109,0.003784309,1435
9,diff,2.19327911,0xD1,0x0065,0x0100,0x4CAE,0xC267,0x4CB4,0xC26B,76.70322259,194.416089,10,0.01025014,16.62953,0.01153328,1425
9,cycles,1580.65945,0xD1,0xFF04,0xFE04,0xA320,0x44C6,0xA31F,0x44C5,-92.87747813,-187.2292019,2,0.001658251,1.033364,0.001737986,1821
9,exact,8.34454501,0xD1,0xFE2A,0x019B,0x62AC,0x8994,0x62AC,0x8994,-157.3299948,137.5800593,0,0.001282723,0.2222871,0.001299875,1722
10,score,0.00309599335,0xD1,0x0205,0x0017,0xD0C4,0x0949,0xD0CB,0x094A,208.7934873,9.288685121,8,0.01339309,2.257459,0.01356728,1745
10,size,0.00290510931,0xD1,0x0017,0x0205,0x0949,0xD0C4,0x094A,0xD0CB,9.288685121,208.7934873,8,0.01339309,2.257459,0.01356728,1756
10,angle,2.47385713,0xD1,0x0150,0x0206,0x71C0,0xAF54,0x71BC,0xAF58,113.735941,175.342909,8,0.002273422,19.58109,0.003784309,1422
10,diff,2.22489003,0xD1,0x0078,0x0201,0x2F97,0xCB7C,0x2F9B,0xCB82,47.60384712,203.5064464,10,0.01180892,8.496438,0.01246451,1608
10,cycles,1626.42066,0xD1,0xFE08,0xFC08,0xA320,0x44C6,0xA31F,0x44C5,-92.87747813,-187.2292019,2,0.001658251,1.033364,0.001737986,1808
10,exact,6.98619257,0xD1,0xFC21,0x0345,0x6055,0x86DB,0x6055,0x86DB,-159.6698972,134.8574207,0,0.00130756,0.2437034,0.001326365,1625
11,score,0.00607129385,0xD1,0x002D,0x040A,0x0949,0xD0C4,0x0916,0xD0CD,9.087143148,208.8023559,60,0.01339309,196.8394,0.02858132,1743
11,size,0.00293465098,0xD1,0x002D,0x0409,0x0949,0xD0C4,0x0919,0xD0CD,9.095923342,208.8019736,57,0.01339309,188.1659,0.02791207,1743
11,angle,40.6508916,0xD1,0x0404,0x003D,0xD09D,0x0C96,0xD0A2,0x0C61,208.6330181,12.37997481,58,0.003540576,204.0714,0.01928683,1496
11,diff,14.3406731,0xD1,0x0091,0x0408,0x1D46,0xCEEA,0x1D14,0xCEF8,29.079677,206.9670804,64,0.01217605,196.6689,0.02735113,1699
11,cycles,1628.29238,0xD1,0xFC10,0xF810,0xA320,0x44C6,0xA31F,0x44C5,-92.87747813,-187.2292019,2,0.001658251,1.033364,0.001737986,1795
11,exact,3.13115873,0xD1,0xF842,0x068A,0x6055,0x86DB,0x6055,0x86DB,-159.6698972,134.8574207,0,0.00130756,0.2437034,0.001326365,1612
12,score,0.00703118514,0xD1,0xF7E7,0x009A,0x2F9E,0x0FB1,0x2F93,0x0F7C,-208.4256639,15.48362385,64,0.0130308,207.6598,0.02905393,1731
12,size,0.0029422133,0xD1,0x005A,0x0812,0x0949,0xD0C4,0x0919,0xD0CD,9.095923342,208.8019736,57,0.01339309,188.1659,0.02791207,1730
12,angle,52.993075,0xD1,0xF801,0x02E6,0x3B73,0x4700,0x3B83,0x4739,-196.4895909,71.22387711,73,0.008917764,228.3219,0.02653519,1422
12,diff,18.1254249,0xD1,0x033E,0x0821,0x4DA3,0xC20B,0x4D6D,0xC221,77.42760688,194.1287348,76,0.0009914891,223.0507,0.01820219,1420
12,cycles,1618.92283,0xD1,0xF81F,0xF01F,0xA320,0x44C6,0xA31B,0x44C8,-92.89610379,-187.2199613,7,0.001658251,21.55321,0.003321307,1782
12,exact,1.29836695,0xD1,0xF084,0x0D14,0x6055,0x86DB,0x6055,0x86DB,-159.6698972,134.8574207,0,0.00130756,0.2437034,0.001326365,1599
13,score,0.00729703929,0xD1,0xF002,0x01CD,0x304F,0x171E,0x3050,0x1763,-207.6874488,23.38639812,70,0.01244945,264.4889,0.03285755,1409
13,size,0.0029439235,0xD1,0x00B4,0x1024,0x0949,0xD0C4,0x0919,0xD0CD,9.095923342,208.8019736,57,0.01339309,188.1659,0.02791207,1717
13,angle,56.4163806,0xD1,0xF002,0x05CD,0x3B73,0x4700,0x3B87,0x4744,-196.4742108,71.26629287,88,0.008917764,272.8495,0.02997097,1409
13,diff,19.1317476,0xD1,0x06C5,0x0FFE,0x5137,0xC08E,0x5179,0xC077,81.47156388,192.4665796,89,0.008976246,267.2382,0.02959648,1424
13,cycles,1606.81561,0xD1,0xF03D,0xE03D,0xA320,0x44C6,0xA318,0x44C9,-92.90541215,-187.2153423,11,0.001658251,31.80858,0.004112617,1769
13,exact,0.619710649,0xD1,0x1B69,0x1FA9,0x88CC,0x9E02,0x88CC,0x9E02,136.7988213,158.0097544,0,0.001311997,0.1977843,0.001327258,1666
14,score,0.00736664894,0xD1,0xFC65,0x1FFC,0xE8E2,0xCFB1,0xE897,0xCFAF,-23.41144487,207.6846269,77,0.01244945,289.3643,0.03477694,1407
14,size,0.00294426108,0xD1,0x0168,0x2048,0x0949,0xD0C4,0x0919,0xD0CD,9.095923342,208.8019736,57,0.01339309,188.1659,0.02791207,1704
14,angle,57.3141467,0xD1,0xF875,0x1FFC,0xD053,0xCB78,0xD007,0xCB6B,-47.97306907,203.4197253,89,0.009715973,296.6981,0.03260935,1427
14,diff,19.3750569,0xD1,0x0B9B,0x1FFC,0x4700,0xC48D,0x474A,0xC477,71.28749701,196.4665182,96,0.008917764,295.1107,0.03168866,1391
14,cycles,1594.03149,0xD1,0xE079,0xC079,0xA320,0x44C6,0xA317,0x44C9,-92.91006521,-187.2130332,12,0.001658251,36.93513,0.004508184,1756
14,exact,0.401027756,0xD1,0x2F64,0x3B15,0x82C5,0xA308,0x82C5,0xA308,130.7714795,163.0331872,0,0.00130632,0.3036113,0.001329747,1553
15,score,0.00738448725,0xD1,0xF8C9,0x3FF8,0xE8E2,0xCFB1,0xE893,0xCFAF,-23.42396787,207.6832148,81,0.01244945,301.8017,0.03573662,1394
15,size,0.00294430052,0xD1,0x02D0,0x4090,0x0949,0xD0C4,0x0919,0xD0CD,9.095923342,208.8019736,57,0.01339309,188.1659,0.02791207,1691
15,angle,57.54482,0xD1,0xC008,0x0F17,0x3488,0x2FAD,0x3495,0x2FFC,-203.4169499,47.98483619,92,0.009715973,308.6299,0.03353001,1403
15,diff,19.4269746,0xD1,0x16D7,0x3FF8,0x45FB,0xC4EB,0x4647,0xC4D4,70.27755567,196.8300413,99,0.008067422,305.3301,0.03162684,1374
15,cycles,1581.08182,0xD1,0xC0F1,0x80F1,0xA320,0x44C6,0xA316,0x44CA,-92.91239147,-187.2118787,14,0.001658251,39.49813,0.004705946,1743
15,exact,0.339843701,0xD1,0x7107,0x5886,0xA48A,0x80DE,0xA48A,0x80DE,164.5410148,128.8691369,0,0.00131053,0.3266387,0.001335733,1644
16,score,0.00739097402,0xD1,0x8010,0x0E6F,0x304F,0x171E,0x3051,0x176E,-207.6825085,23.43022927,82,0.01244945,308.0204,0.03621645,1370
16,size,0.00294648781,0xD1,0x0220,0x8000,0x03AC,0x2F0F,0x0378,0x2F07,3.469248512,-208.9712045,60,0.01259905,200.4606,0.02806669,1350
